email_id,received_at,body
324,2025-12-12T12:29:44.135503,Please cancel my subscription immediately. Account ID ACC-10324.
325,2025-12-18T14:34:44.135503,I have made the payment but not confirmed to order. Now what should i do
326,2025-12-13T00:44:44.135503,Just checking in for an update on my order ORD-10326. Thanks.
327,2025-12-16T08:40:44.135503,I have made the payment but not confirmed to order. Now what should i do
328,2025-12-21T09:58:44.135503,Why is this taking so long? Order number ORD-10328.
329,2025-12-17T03:24:44.135503,I have not received my refund for order ORD-10329.
330,2025-12-12T14:10:44.135503,My order ORD-10330 is delayed. This is very frustrating.
331,2025-12-11T02:38:44.135503,I have not received my refund for order ORD-10331.
332,2025-12-10T19:04:44.135503,My order ORD-10332 is delayed. This is very frustrating.
333,2025-12-20T15:14:44.135503,I need help understanding my last invoice. Invoice INV-10333.
334,2025-12-10T19:13:44.135503,My order ORD-10334 is delayed. This is very frustrating.
335,2025-12-20T04:02:44.135503,Why is this taking so long? Order number ORD-10335.
336,2025-12-15T23:12:44.135503,I need help understanding my last invoice. Invoice INV-10336.
337,2025-12-11T06:10:44.135503,My order ORD-10337 is delayed. This is very frustrating.
338,2025-12-10T23:41:44.135503,Why is this taking so long? Order number ORD-10338.
339,2025-12-17T23:16:44.135503,I requested a refund 1 days ago. Order ID ORD-10339. Please update.
340,2025-12-15T11:25:44.135503,Can you tell me the status of my order ORD-10340?
341,2025-12-14T05:20:44.135503,Just checking in for an update on my order ORD-10341. Thanks.
342,2025-12-14T16:10:44.135503,I have made the payment but not confirmed to order. Now what should i do
343,2025-12-18T01:07:44.135503,I requested a refund 3 days ago. Order ID ORD-10343. Please update.
344,2025-12-13T04:00:44.135503,I have made the payment but not confirmed to order. Now what should i do
345,2025-12-16T11:58:44.135503,Why is this taking so long? Order number ORD-10345.
346,2025-12-15T04:22:44.135503,I have made the payment but not confirmed to order. Now what should i do
347,2025-12-19T16:34:44.135503,Just checking in for an update on my order ORD-10347. Thanks.
348,2025-12-14T22:02:44.135503,I requested a refund 5 days ago. Order ID ORD-10348. Please update.
349,2025-12-11T16:17:44.135503,I was charged incorrectly for order ORD-10349. Please fix this.
350,2025-12-12T08:26:44.135503,"I ordered a product but i recieved a old used product , refund my money"
351,2025-12-11T14:08:44.135503,Can you tell me the status of my order ORD-10351?
352,2025-12-11T00:34:44.135503,I have made the payment but not confirmed to order. Now what should i do
353,2025-12-16T08:12:44.135503,My delivery has not arrived yet. Order ORD-10353.
354,2025-12-11T14:59:44.135503,My delivery has not arrived yet. Order ORD-10354.
355,2025-12-21T07:50:44.135503,Can you tell me the status of my order ORD-10355?
356,2025-12-20T07:56:44.135503,Is my product shipping is done ?
357,2025-12-10T14:44:44.135503,My delivery has not arrived yet. Order ORD-10357.
358,2025-12-20T07:35:44.135503,"I ordered a product but i recieved a old used product , refund my money"
359,2025-12-19T22:37:44.135503,"I ordered a product but i recieved a old used product , refund my money"
360,2025-12-14T10:16:44.135503,Why is this taking so long? Order number ORD-10360.
361,2025-12-12T13:11:44.135503,Just checking in for an update on my order ORD-10361. Thanks.
362,2025-12-17T03:25:44.135503,"I ordered a product but i recieved a old used product , refund my money"
363,2025-12-16T14:01:44.135503,I need help understanding my last invoice. Invoice INV-10363.
364,2025-12-19T02:55:44.135503,I have not received my refund for order ORD-10364.
365,2025-12-17T15:25:44.135503,I have not received my refund for order ORD-10365.
366,2025-12-18T10:36:44.135503,My delivery has not arrived yet. Order ORD-10366.
367,2025-12-17T20:42:44.135503,My delivery has not arrived yet. Order ORD-10367.
368,2025-12-19T16:51:44.135503,Why is this taking so long? Order number ORD-10368.
369,2025-12-13T13:35:44.135503,Is my product shipping is done ?
370,2025-12-15T00:41:44.135503,"I ordered a product but i recieved a old used product , refund my money"
371,2025-12-11T03:46:44.135503,I have made the payment but not confirmed to order. Now what should i do
372,2025-12-20T16:49:44.135503,I have not received my refund for order ORD-10372.
373,2025-12-17T04:44:44.135503,Just checking in for an update on my order ORD-10373. Thanks.
374,2025-12-20T09:27:44.135503,I have made the payment but not confirmed to order. Now what should i do
375,2025-12-13T01:02:44.135503,Is my product shipping is done ?
376,2025-12-16T11:56:44.135503,I have made the payment but not confirmed to order. Now what should i do
377,2025-12-17T21:19:44.135503,I have made the payment but not confirmed to order. Now what should i do
378,2025-12-16T19:55:44.135503,Is my product shipping is done ?
379,2025-12-15T18:20:44.135503,I have not received my refund for order ORD-10379.
380,2025-12-17T23:00:44.135503,"I ordered a product but i recieved a old used product , refund my money"
381,2025-12-11T08:05:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
382,2025-12-19T06:18:44.135503,My order ORD-10382 is delayed. This is very frustrating.
383,2025-12-17T04:30:44.135503,Please cancel my subscription immediately. Account ID ACC-10383.
384,2025-12-17T09:43:44.135503,I have not received my refund for order ORD-10384.
385,2025-12-14T00:42:44.135503,My delivery has not arrived yet. Order ORD-10385.
386,2025-12-12T07:41:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
387,2025-12-13T09:08:44.135503,I have not received my refund for order ORD-10387.
388,2025-12-12T23:48:44.135503,My delivery has not arrived yet. Order ORD-10388.
389,2025-12-20T05:43:44.135503,I have made the payment but not confirmed to order. Now what should i do
390,2025-12-20T19:30:44.135503,"I ordered a product but i recieved a old used product , refund my money"
391,2025-12-10T15:56:44.135503,I have made the payment but not confirmed to order. Now what should i do
392,2025-12-14T14:21:44.135503,I was charged incorrectly for order ORD-10392. Please fix this.
393,2025-12-13T08:44:44.135503,I need help understanding my last invoice. Invoice INV-10393.
394,2025-12-19T15:49:44.135503,Is my product shipping is done ?
395,2025-12-11T17:47:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
396,2025-12-20T18:33:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
397,2025-12-20T00:32:44.135503,Can you tell me the status of my order ORD-10397?
398,2025-12-15T13:40:44.135503,I have made the payment but not confirmed to order. Now what should i do
399,2025-12-13T10:33:44.135503,I have not received my refund for order ORD-10399.
400,2025-12-21T11:10:44.135503,My delivery has not arrived yet. Order ORD-10400.
401,2025-12-12T04:24:44.135503,My order ORD-10401 is delayed. This is very frustrating.
402,2025-12-20T17:20:44.135503,"I ordered a product but i recieved a old used product , refund my money"
403,2025-12-13T06:53:44.135503,Can you tell me the status of my order ORD-10403?
404,2025-12-18T02:24:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
405,2025-12-19T03:42:44.135503,Why is this taking so long? Order number ORD-10405.
406,2025-12-14T08:09:44.135503,I have made the payment but not confirmed to order. Now what should i do
407,2025-12-10T20:05:44.135503,"I ordered a product but i recieved a old used product , refund my money"
408,2025-12-13T16:36:44.135503,I was charged incorrectly for order ORD-10408. Please fix this.
409,2025-12-21T00:57:44.135503,Why is this taking so long? Order number ORD-10409.
410,2025-12-18T09:28:44.135503,I was charged incorrectly for order ORD-10410. Please fix this.
411,2025-12-14T07:58:44.135503,"I ordered a product but i recieved a old used product , refund my money"
412,2025-12-17T13:04:44.135503,My delivery has not arrived yet. Order ORD-10412.
413,2025-12-11T11:02:44.135503,I have made the payment but not confirmed to order. Now what should i do
414,2025-12-16T22:52:44.135503,My delivery has not arrived yet. Order ORD-10414.
415,2025-12-17T22:57:44.135503,I need help understanding my last invoice. Invoice INV-10415.
416,2025-12-18T23:48:44.135503,Please cancel my subscription immediately. Account ID ACC-10416.
417,2025-12-19T07:47:44.135503,Just checking in for an update on my order ORD-10417. Thanks.
418,2025-12-11T21:47:44.135503,"I ordered a product but i recieved a old used product , refund my money"
419,2025-12-18T05:29:44.135503,Please cancel my subscription immediately. Account ID ACC-10419.
420,2025-12-14T06:40:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
421,2025-12-16T02:54:44.135503,I was charged incorrectly for order ORD-10421. Please fix this.
422,2025-12-18T01:19:44.135503,I have made the payment but not confirmed to order. Now what should i do
423,2025-12-15T05:41:44.135503,"I ordered a product but i recieved a old used product , refund my money"
424,2025-12-15T23:01:44.135503,Can you tell me the status of my order ORD-10424?
425,2025-12-15T13:06:44.135503,My order ORD-10425 is delayed. This is very frustrating.
426,2025-12-21T12:25:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
427,2025-12-11T19:03:44.135503,Why is this taking so long? Order number ORD-10427.
428,2025-12-14T04:37:44.135503,Just checking in for an update on my order ORD-10428. Thanks.
429,2025-12-11T19:32:44.135503,My delivery has not arrived yet. Order ORD-10429.
430,2025-12-12T21:35:44.135503,I was charged incorrectly for order ORD-10430. Please fix this.
431,2025-12-21T02:11:44.135503,Can you tell me the status of my order ORD-10431?
432,2025-12-13T06:52:44.135503,I was charged incorrectly for order ORD-10432. Please fix this.
433,2025-12-11T11:12:44.135503,I have made the payment but not confirmed to order. Now what should i do
434,2025-12-13T19:03:44.135503,Can you tell me the status of my order ORD-10434?
435,2025-12-16T16:43:44.135503,I was charged incorrectly for order ORD-10435. Please fix this.
436,2025-12-19T21:48:44.135503,My order ORD-10436 is delayed. This is very frustrating.
437,2025-12-17T13:02:44.135503,Please cancel my subscription immediately. Account ID ACC-10437.
438,2025-12-18T04:12:44.135503,My delivery has not arrived yet. Order ORD-10438.
439,2025-12-15T01:15:44.135503,Is my product shipping is done ?
440,2025-12-16T06:46:44.135503,I was charged incorrectly for order ORD-10440. Please fix this.
441,2025-12-12T13:44:44.135503,I requested a refund 9 days ago. Order ID ORD-10441. Please update.
442,2025-12-18T14:38:44.135503,Please cancel my subscription immediately. Account ID ACC-10442.
443,2025-12-16T17:46:44.135503,Why is this taking so long? Order number ORD-10443.
444,2025-12-20T21:06:44.135503,"I ordered a product but i recieved a old used product , refund my money"
445,2025-12-15T18:27:44.135503,I have made the payment but not confirmed to order. Now what should i do
446,2025-12-17T06:52:44.135503,"I ordered a product but i recieved a old used product , refund my money"
447,2025-12-12T23:39:44.135503,Please cancel my subscription immediately. Account ID ACC-10447.
448,2025-12-15T18:24:44.135503,My delivery has not arrived yet. Order ORD-10448.
449,2025-12-18T14:44:44.135503,Can you tell me the status of my order ORD-10449?
450,2025-12-18T11:23:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
451,2025-12-10T15:31:44.135503,Just checking in for an update on my order ORD-10451. Thanks.
452,2025-12-13T16:34:44.135503,Please cancel my subscription immediately. Account ID ACC-10452.
453,2025-12-17T23:30:44.135503,My delivery has not arrived yet. Order ORD-10453.
454,2025-12-17T21:20:44.135503,I have not received my refund for order ORD-10454.
455,2025-12-20T15:47:44.135503,I requested a refund 8 days ago. Order ID ORD-10455. Please update.
456,2025-12-14T15:28:44.135503,Just checking in for an update on my order ORD-10456. Thanks.
457,2025-12-13T17:13:44.135503,My order ORD-10457 is delayed. This is very frustrating.
458,2025-12-21T05:24:44.135503,Can you tell me the status of my order ORD-10458?
459,2025-12-10T16:12:44.135503,Can you tell me the status of my order ORD-10459?
460,2025-12-13T03:35:44.135503,Can you tell me the status of my order ORD-10460?
461,2025-12-17T03:54:44.135503,Can you tell me the status of my order ORD-10461?
462,2025-12-20T00:09:44.135503,Can you tell me the status of my order ORD-10462?
463,2025-12-15T14:46:44.135503,I requested a refund 1 days ago. Order ID ORD-10463. Please update.
464,2025-12-15T03:54:44.135503,My delivery has not arrived yet. Order ORD-10464.
465,2025-12-21T06:42:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
466,2025-12-15T03:37:44.135503,I need help understanding my last invoice. Invoice INV-10466.
467,2025-12-13T13:39:44.135503,I was charged incorrectly for order ORD-10467. Please fix this.
468,2025-12-19T01:43:44.135503,I have not received my refund for order ORD-10468.
469,2025-12-19T21:50:44.135503,I requested a refund 7 days ago. Order ID ORD-10469. Please update.
470,2025-12-19T08:02:44.135503,I was charged incorrectly for order ORD-10470. Please fix this.
471,2025-12-12T07:43:44.135503,Please cancel my subscription immediately. Account ID ACC-10471.
472,2025-12-19T11:17:44.135503,My delivery has not arrived yet. Order ORD-10472.
473,2025-12-11T23:25:44.135503,I need help understanding my last invoice. Invoice INV-10473.
474,2025-12-12T01:12:44.135503,Is my product shipping is done ?
475,2025-12-15T22:12:44.135503,My delivery has not arrived yet. Order ORD-10475.
476,2025-12-18T11:07:44.135503,I requested a refund 9 days ago. Order ID ORD-10476. Please update.
477,2025-12-21T06:38:44.135503,"I ordered a product but i recieved a old used product , refund my money"
478,2025-12-18T11:41:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
479,2025-12-18T16:01:44.135503,I requested a refund 1 days ago. Order ID ORD-10479. Please update.
480,2025-12-15T20:10:44.135503,I need help understanding my last invoice. Invoice INV-10480.
481,2025-12-14T06:40:44.135503,Just checking in for an update on my order ORD-10481. Thanks.
482,2025-12-14T07:29:44.135503,Just checking in for an update on my order ORD-10482. Thanks.
483,2025-12-16T13:47:44.135503,Just checking in for an update on my order ORD-10483. Thanks.
484,2025-12-20T12:55:44.135503,My delivery has not arrived yet. Order ORD-10484.
485,2025-12-14T06:32:44.135503,I have made the payment but not confirmed to order. Now what should i do
486,2025-12-12T11:50:44.135503,Is my product shipping is done ?
487,2025-12-17T00:43:44.135503,I need help understanding my last invoice. Invoice INV-10487.
488,2025-12-19T00:13:44.135503,I requested a refund 2 days ago. Order ID ORD-10488. Please update.
489,2025-12-12T17:32:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
490,2025-12-12T08:59:44.135503,I requested a refund 3 days ago. Order ID ORD-10490. Please update.
491,2025-12-19T22:38:44.135503,Just checking in for an update on my order ORD-10491. Thanks.
492,2025-12-14T14:07:44.135503,Just checking in for an update on my order ORD-10492. Thanks.
493,2025-12-10T13:03:44.135503,I need help understanding my last invoice. Invoice INV-10493.
494,2025-12-16T06:42:44.135503,Can you tell me the status of my order ORD-10494?
495,2025-12-18T23:51:44.135503,My delivery has not arrived yet. Order ORD-10495.
496,2025-12-18T19:10:44.135503,I have not received my refund for order ORD-10496.
497,2025-12-11T11:14:44.135503,Just checking in for an update on my order ORD-10497. Thanks.
498,2025-12-13T17:18:44.135503,I have made the payment but not confirmed to order. Now what should i do
499,2025-12-16T00:37:44.135503,I have not received my refund for order ORD-10499.
500,2025-12-11T03:27:44.135503,I was charged incorrectly for order ORD-10500. Please fix this.
501,2025-12-18T00:49:44.135503,I have made the payment but not confirmed to order. Now what should i do
502,2025-12-19T14:30:44.135503,I need help understanding my last invoice. Invoice INV-10502.
503,2025-12-12T02:31:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
504,2025-12-13T00:02:44.135503,I have not received my refund for order ORD-10504.
505,2025-12-20T10:40:44.135503,I was charged incorrectly for order ORD-10505. Please fix this.
506,2025-12-12T18:02:44.135503,Why is this taking so long? Order number ORD-10506.
507,2025-12-15T02:54:44.135503,I have not received my refund for order ORD-10507.
508,2025-12-11T12:22:44.135503,Please cancel my subscription immediately. Account ID ACC-10508.
509,2025-12-13T09:12:44.135503,I have not received my refund for order ORD-10509.
510,2025-12-13T14:22:44.135503,I have not received my refund for order ORD-10510.
511,2025-12-21T07:55:44.135503,I have made the payment but not confirmed to order. Now what should i do
512,2025-12-17T18:44:44.135503,Please cancel my subscription immediately. Account ID ACC-10512.
513,2025-12-13T07:34:44.135503,I was charged incorrectly for order ORD-10513. Please fix this.
514,2025-12-12T15:43:44.135503,I requested a refund 2 days ago. Order ID ORD-10514. Please update.
515,2025-12-16T09:10:44.135503,I was charged incorrectly for order ORD-10515. Please fix this.
516,2025-12-12T17:58:44.135503,Can you tell me the status of my order ORD-10516?
517,2025-12-15T09:44:44.135503,Is my product shipping is done ?
518,2025-12-13T02:46:44.135503,My delivery has not arrived yet. Order ORD-10518.
519,2025-12-10T14:53:44.135503,I have not received my refund for order ORD-10519.
520,2025-12-12T13:43:44.135503,I have not received my refund for order ORD-10520.
521,2025-12-13T21:37:44.135503,"I ordered a product but i recieved a old used product , refund my money"
522,2025-12-14T17:03:44.135503,My delivery has not arrived yet. Order ORD-10522.
523,2025-12-10T22:18:44.135503,I was charged incorrectly for order ORD-10523. Please fix this.
524,2025-12-21T02:05:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
525,2025-12-12T02:34:44.135503,"I ordered a product but i recieved a old used product , refund my money"
526,2025-12-16T06:09:44.135503,Can you tell me the status of my order ORD-10526?
527,2025-12-10T14:09:44.135503,I need help understanding my last invoice. Invoice INV-10527.
528,2025-12-12T07:05:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
529,2025-12-20T00:43:44.135503,My delivery has not arrived yet. Order ORD-10529.
530,2025-12-12T06:42:44.135503,I was charged incorrectly for order ORD-10530. Please fix this.
531,2025-12-12T10:16:44.135503,I was charged incorrectly for order ORD-10531. Please fix this.
532,2025-12-13T00:31:44.135503,I have made the payment but not confirmed to order. Now what should i do
533,2025-12-21T12:04:44.135503,"I ordered a product but i recieved a old used product , refund my money"
534,2025-12-21T06:33:44.135503,I need help understanding my last invoice. Invoice INV-10534.
535,2025-12-11T22:08:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
536,2025-12-15T19:01:44.135503,Can you tell me the status of my order ORD-10536?
537,2025-12-20T20:51:44.135503,I requested a refund 6 days ago. Order ID ORD-10537. Please update.
538,2025-12-18T10:09:44.135503,My delivery has not arrived yet. Order ORD-10538.
539,2025-12-14T16:02:44.135503,I need help understanding my last invoice. Invoice INV-10539.
540,2025-12-19T22:09:44.135503,Just checking in for an update on my order ORD-10540. Thanks.
541,2025-12-20T13:59:44.135503,I requested a refund 3 days ago. Order ID ORD-10541. Please update.
542,2025-12-13T23:44:44.135503,My order ORD-10542 is delayed. This is very frustrating.
543,2025-12-20T09:41:44.135503,I requested a refund 1 days ago. Order ID ORD-10543. Please update.
544,2025-12-20T02:17:44.135503,Can you tell me the status of my order ORD-10544?
545,2025-12-15T04:01:44.135503,Why is this taking so long? Order number ORD-10545.
546,2025-12-10T19:08:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
547,2025-12-11T16:53:44.135503,My order ORD-10547 is delayed. This is very frustrating.
548,2025-12-10T20:16:44.135503,"I ordered a product but i recieved a old used product , refund my money"
549,2025-12-15T19:57:44.135503,"I ordered a product but i recieved a old used product , refund my money"
550,2025-12-20T02:45:44.135503,I have made the payment but not confirmed to order. Now what should i do
551,2025-12-19T14:37:44.135503,Just checking in for an update on my order ORD-10551. Thanks.
552,2025-12-19T13:25:44.135503,Is my product shipping is done ?
553,2025-12-18T04:18:44.135503,I have not received my refund for order ORD-10553.
554,2025-12-12T23:03:44.135503,I requested a refund 10 days ago. Order ID ORD-10554. Please update.
555,2025-12-16T10:02:44.135503,My order ORD-10555 is delayed. This is very frustrating.
556,2025-12-20T14:05:44.135503,Can you tell me the status of my order ORD-10556?
557,2025-12-13T16:24:44.135503,I have made the payment but not confirmed to order. Now what should i do
558,2025-12-16T16:36:44.135503,My delivery has not arrived yet. Order ORD-10558.
559,2025-12-13T14:32:44.135503,I was charged incorrectly for order ORD-10559. Please fix this.
560,2025-12-14T07:08:44.135503,Please cancel my subscription immediately. Account ID ACC-10560.
561,2025-12-16T11:05:44.135503,I was charged incorrectly for order ORD-10561. Please fix this.
562,2025-12-12T14:27:44.135503,I have not received my refund for order ORD-10562.
563,2025-12-17T04:05:44.135503,Is my product shipping is done ?
564,2025-12-16T20:53:44.135503,My order ORD-10564 is delayed. This is very frustrating.
565,2025-12-17T19:38:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
566,2025-12-15T03:05:44.135503,I have made the payment but not confirmed to order. Now what should i do
567,2025-12-15T16:22:44.135503,I was charged incorrectly for order ORD-10567. Please fix this.
568,2025-12-18T14:56:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
569,2025-12-19T10:01:44.135503,Can you tell me the status of my order ORD-10569?
570,2025-12-11T23:02:44.135503,"I ordered a product but i recieved a old used product , refund my money"
571,2025-12-10T22:58:44.135503,My order ORD-10571 is delayed. This is very frustrating.
572,2025-12-14T18:50:44.135503,My delivery has not arrived yet. Order ORD-10572.
573,2025-12-14T14:17:44.135503,My delivery has not arrived yet. Order ORD-10573.
574,2025-12-13T15:44:44.135503,I have made the payment but not confirmed to order. Now what should i do
575,2025-12-16T22:55:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
576,2025-12-18T14:38:44.135503,Just checking in for an update on my order ORD-10576. Thanks.
577,2025-12-19T08:46:44.135503,My delivery has not arrived yet. Order ORD-10577.
578,2025-12-11T03:42:44.135503,Is my product shipping is done ?
579,2025-12-13T01:27:44.135503,I was charged incorrectly for order ORD-10579. Please fix this.
580,2025-12-12T11:29:44.135503,I need help understanding my last invoice. Invoice INV-10580.
581,2025-12-13T12:57:44.135503,Is my product shipping is done ?
582,2025-12-20T22:29:44.135503,I have not received my refund for order ORD-10582.
583,2025-12-10T23:18:44.135503,My delivery has not arrived yet. Order ORD-10583.
584,2025-12-12T21:38:44.135503,Why is this taking so long? Order number ORD-10584.
585,2025-12-12T09:02:44.135503,I was charged incorrectly for order ORD-10585. Please fix this.
586,2025-12-17T02:35:44.135503,My order ORD-10586 is delayed. This is very frustrating.
587,2025-12-11T13:38:44.135503,Just checking in for an update on my order ORD-10587. Thanks.
588,2025-12-21T07:06:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
589,2025-12-13T01:28:44.135503,Please cancel my subscription immediately. Account ID ACC-10589.
590,2025-12-14T22:14:44.135503,Is my product shipping is done ?
591,2025-12-14T18:51:44.135503,Why is this taking so long? Order number ORD-10591.
592,2025-12-20T04:49:44.135503,Why is this taking so long? Order number ORD-10592.
593,2025-12-11T04:05:44.135503,I have not received my refund for order ORD-10593.
594,2025-12-16T05:50:44.135503,Can you tell me the status of my order ORD-10594?
595,2025-12-12T05:51:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
596,2025-12-19T09:01:44.135503,I requested a refund 6 days ago. Order ID ORD-10596. Please update.
597,2025-12-13T10:03:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
598,2025-12-20T02:51:44.135503,Please cancel my subscription immediately. Account ID ACC-10598.
599,2025-12-13T10:30:44.135503,I requested a refund 9 days ago. Order ID ORD-10599. Please update.
600,2025-12-14T12:05:44.135503,My delivery has not arrived yet. Order ORD-10600.
601,2025-12-20T10:11:44.135503,My delivery has not arrived yet. Order ORD-10601.
602,2025-12-15T11:41:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
603,2025-12-16T11:16:44.135503,I have made the payment but not confirmed to order. Now what should i do
604,2025-12-17T22:06:44.135503,I need help understanding my last invoice. Invoice INV-10604.
605,2025-12-11T02:57:44.135503,I have not received my refund for order ORD-10605.
606,2025-12-19T21:29:44.135503,My order ORD-10606 is delayed. This is very frustrating.
607,2025-12-15T16:38:44.135503,My order ORD-10607 is delayed. This is very frustrating.
608,2025-12-14T18:36:44.135503,I was charged incorrectly for order ORD-10608. Please fix this.
609,2025-12-20T05:32:44.135503,Can you tell me the status of my order ORD-10609?
610,2025-12-15T13:53:44.135503,My delivery has not arrived yet. Order ORD-10610.
611,2025-12-15T04:04:44.135503,Can you tell me the status of my order ORD-10611?
612,2025-12-19T03:47:44.135503,My order ORD-10612 is delayed. This is very frustrating.
613,2025-12-19T21:33:44.135503,"I ordered a product but i recieved a old used product , refund my money"
614,2025-12-11T13:12:44.135503,Just checking in for an update on my order ORD-10614. Thanks.
615,2025-12-17T22:19:44.135503,I requested a refund 5 days ago. Order ID ORD-10615. Please update.
616,2025-12-19T20:48:44.135503,My delivery has not arrived yet. Order ORD-10616.
617,2025-12-12T21:18:44.135503,My order ORD-10617 is delayed. This is very frustrating.
618,2025-12-18T00:34:44.135503,Can you tell me the status of my order ORD-10618?
619,2025-12-21T10:52:44.135503,Is my product shipping is done ?
620,2025-12-10T16:12:44.135503,I need help understanding my last invoice. Invoice INV-10620.
621,2025-12-21T05:09:44.135503,Why is this taking so long? Order number ORD-10621.
622,2025-12-12T22:14:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
623,2025-12-15T13:13:44.135503,Please cancel my subscription immediately. Account ID ACC-10623.
624,2025-12-11T08:23:44.135503,I have made the payment but not confirmed to order. Now what should i do
625,2025-12-18T03:12:44.135503,My order ORD-10625 is delayed. This is very frustrating.
626,2025-12-19T17:42:44.135503,"I ordered a product but i recieved a old used product , refund my money"
627,2025-12-18T07:25:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
628,2025-12-15T00:36:44.135503,I requested a refund 6 days ago. Order ID ORD-10628. Please update.
629,2025-12-17T22:09:44.135503,I have made the payment but not confirmed to order. Now what should i do
630,2025-12-20T11:21:44.135503,I have made the payment but not confirmed to order. Now what should i do
631,2025-12-16T23:29:44.135503,I need help understanding my last invoice. Invoice INV-10631.
632,2025-12-20T01:20:44.135503,Just checking in for an update on my order ORD-10632. Thanks.
633,2025-12-17T06:40:44.135503,Why is this taking so long? Order number ORD-10633.
634,2025-12-15T13:30:44.135503,My order ORD-10634 is delayed. This is very frustrating.
635,2025-12-10T22:41:44.135503,My order ORD-10635 is delayed. This is very frustrating.
